1	C'	ce	CLS	CLS		2	suj	2	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	1	1	1	3	_	1	3	_	_	_
4	le	le	DET	DET	n=s|g=m	5	det	5	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	151	3	153	_	739	741	_	_	_
5	chemin	chemin	NC	NC	n=s|g=m	3	prep	3	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	154	3	160	_	742	748	_	_	_
6	du	de	P+D	P+D	n=s|g=m	5	dep	5	dep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	161	3	163	_	749	751	_	_	_
7	retour	retour	NC	NC	n=s|g=m	6	prep	6	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	164	3	170	_	752	758	_	_	_
8	quand	quand	CS	CS		2	mod	2	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	171	3	176	_	759	764	_	_	_
9	tout	tout	PRO	PRO	n=s|g=m	0	_	0	_	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	177	3	181	_	765	769	_	_	_
10	à	à	P	P		9	dep	9	dep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	182	3	183	_	770	771	_	_	_
11	coup	coup	NC	NC	n=s|g=m	10	prep	10	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	184	3	188	_	772	776	_	_	_
12	...	...	PONCT	PONCT		11	ponct	11	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	189	3	192	_	777	780	_	_	_

1	Elles	elles	CLS	CLS	n=p|g=f|p=3	3	suj	3	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	193	3	198	_	781	786	_	_	_
2	se	se	CLR	CLR	n=p,s|p=3	3	aff	3	aff	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	199	3	201	_	787	789	_	Err	retourna	787-799
3	retournèrent	retourner	V	V	n=p|t=J|p=3	0	root	0	root	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	202	3	214	autreTemps	790	802	_	_	_
4	en	en	P	P		3	mod	3	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	215	3	217	_	803	805	_	_	_
5	entendant	entendre	VPR	VPR	t=G	4	prep	4	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	218	3	227	_	806	815	_	_	_
6	ce	ce	DET	DET	n=s|g=m	8	det	8	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	228	3	230	_	816	818	_	_	_
7	grand	grand	ADJ	ADJ	n=s|g=m	8	mod	8	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	231	3	236	_	819	824	_	_	_
8	bruit	bruit	NC	NC	n=s|g=m	5	obj	5	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	237	3	242	_	825	830	_	_	_
9	.	.	PONCT	PONCT		8	ponct	8	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	242	3	243	_	830	831	_	_	_

1	C'	ce	CLS	CLS		2	suj	2	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	244	3	246	_	832	834	_	Err	etait	831-836
2	était	être	V	V	n=s|t=I|p=3	0	root	0	root	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	246	3	251	imparfait	834	839	_	_	_
3	une	une	DET	DET	n=s|g=f	4	det	4	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	252	3	255	_	840	843	_	_	_
4	bagarre	bagarre	NC	NC	n=s|g=f	2	obj	2	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	256	3	263	_	844	851	_	_	_
5	dans	dans	P	P		2	mod	2	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	264	3	268	_	852	856	_	_	_
6	un	un	DET	DET	n=s|g=m	7	det	7	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	269	3	271	_	857	859	_	_	_
7	bar	bar	NC	NC	n=s|g=m	5	prep	5	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	272	3	275	_	860	863	_	_	_
8	voisin	voisin	ADJ	ADJ	n=s|g=m	7	mod	7	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	276	3	282	_	864	870	_	_	_
9	,	,	PONCT	PONCT		8	ponct	8	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	282	3	283	_	870	871	_	_	_
10	elles	elles	CLS	CLS	n=p|g=f|p=3	11	suj	11	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	284	3	289	_	872	877	_	_	_
11	décidèrent	décider	V	V	n=p|t=J|p=3	2	mod	2	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	290	3	300	autreTemps	878	888	_	_	_
12	d'	de	P	P		11	mod	11	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	301	3	303	_	889	891	_	_	_
13	aller	aller	VINF	VINF	t=W	14	aux_caus	14	aux_caus	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	303	3	308	_	891	896	_	_	_
14	voir	voir	VINF	VINF	t=W	12	prep	12	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	309	3	313	_	897	901	_	_	_
15	,	,	PONCT	PONCT		14	ponct	14	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	313	3	314	_	901	902	_	Err	a	900-902
16	là	là	ADV	ADV		19	mod	19	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	315	3	317	_	903	905	_	_	_
17	il	il	CLS	CLS	n=s|g=m|p=3	19	suj	19	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	318	3	320	_	906	908	_	_	_
18	y	y	CLO	CLO		19	aff	19	aff	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	321	3	322	_	909	910	_	_	_
19	avait	avoir	V	V	n=s|t=I|p=3	11	mod	11	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	323	3	328	imparfait	911	916	_	_	_
20	un	un	DET	DET	n=s|g=m	21	det	21	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	329	3	331	_	917	919	_	_	_
21	homme	homme	NC	NC	n=s|g=m	19	obj	19	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	332	3	337	_	920	925	_	_	_
22	armé	armer	ADJ	ADJ	n=s|g=m|t=K	21	mod	21	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	338	3	342	_	926	930	_	_	_
23	qui	qui	PROREL	PROREL	n=s	24	suj	24	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	343	3	346	_	931	934	_	_	_
24	tirait	tirer	V	V	n=s|t=I|p=3	21	mod_rel	21	mod_rel	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	347	3	353	imparfait	935	941	_	_	_
25	sur	sur	P	P		24	mod	24	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	354	3	357	_	942	945	_	_	_
26	toutes	tout	ADJ	ADJ	n=p|g=f	28	mod	28	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	358	3	364	_	946	952	_	_	_
27	les	les	DET	DET	n=p	28	det	28	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	365	3	368	_	953	956	_	_	_
28	personnes	personne	NC	NC	n=p|g=f	25	prep	25	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	369	3	378	_	957	966	_	_	_
29	de	de	P	P		28	dep	28	dep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	379	3	381	_	967	969	_	Err	se	967-969
30	ce	ce	DET	DET	n=s|g=m	31	det	31	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	382	3	384	_	970	972	_	_	_
31	bar	bar	NC	NC	n=s|g=m	29	prep	29	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	385	3	388	_	973	976	_	_	_
32	,	,	PONCT	PONCT		31	ponct	31	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	388	3	389	_	976	977	_	_	_
33	il	il	CLS	CLS	n=s|g=m|p=3	35	suj	35	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	390	3	392	_	978	980	_	_	_
34	était	être	V	V	n=s|t=I|p=3	35	aux_tps	35	aux_tps	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	393	3	398	imparfait	981	986	_	_	_
35	armé	armer	VPP	VPP	n=s|g=m|t=K	2	mod	2	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	399	3	403	_	987	991	_	_	_
36	d'	de	P	P		35	mod	35	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	404	3	406	_	992	994	_	Err	d'un	989-994
37	une	une	DET	DET	n=s|g=f	38	det	38	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	406	3	409	_	994	997	_	_	_
38	kalachnikov	kalachnikov	NC	NC	n=s|g=f	36	prep	36	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	410	3	421	_	998	1009	_	_	_
39	.	.	PONCT	PONCT		38	ponct	38	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	421	3	422	_	1009	1010	_	_	_

1	Les	les	DET	DET	n=p	2	det	2	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	423	3	426	_	1011	1014	_	_	_
2	policiers	policier	NC	NC	n=p|g=m	3	suj	3	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	427	3	436	_	1015	1024	_	_	_
3	arrivèrent	arriver	V	V	n=p|t=J|p=3	0	root	0	root	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	437	3	447	autreTemps	1025	1035	_	_	_
4	trop	trop	ADV	ADV		3	mod	3	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	448	3	452	_	1036	1040	_	_	_
5	tard	tard	ADV	ADV		3	mod	3	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	453	3	457	_	1041	1045	_	_	_
6	,	,	PONCT	PONCT		5	ponct	5	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	457	3	458	_	1045	1046	_	_	_
7	une	un	PRO	PRO	n=s|g=f	3	obj	3	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	459	3	462	_	1047	1050	_	_	_
8	des	de	P+D	P+D	n=p	7	dep	7	dep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	463	3	466	_	1051	1054	_	_	_
9	jeunes	jeune	ADJ	ADJ	n=p	10	mod	10	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	467	3	473	_	1055	1061	_	_	_
10	filles	fille	NC	NC	n=p|g=f	8	prep	8	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	474	3	480	_	1062	1068	_	_	_
11	avait	avoir	V	V	n=s|t=I|p=3	13	aux_tps	13	aux_tps	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	481	3	486	imparfait	1069	1074	_	_	_
12	été	être	VPP	VPP	t=K	13	aux_pass	13	aux_pass	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	487	3	490	_	1075	1078	_	_	_
13	touchée	toucher	VPP	VPP	n=s|g=f|t=K	7	mod	7	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	491	3	498	_	1079	1086	_	_	_
14	,	,	PONCT	PONCT		13	ponct	13	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	498	3	499	_	1086	1087	_	_	_
15	elle	elle	CLS	CLS	n=s|g=f|p=3	17	suj	17	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	500	3	504	_	1088	1092	_	_	_
16	se	se	CLR	CLR	n=p,s|p=3	17	aff	17	aff	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	505	3	507	_	1093	1095	_	_	_
17	faisait	faire	V	V	n=s|t=I|p=3	3	mod	3	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	508	3	515	imparfait	1096	1103	_	_	_
18	hospitaliser	hospitaliser	VINF	VINF	t=W	17	obj	17	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	516	3	528	_	1104	1116	_	_	_
19	son	son	DET	DET	n=s|g=m|p=3|poss=s	20	det	20	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	529	3	532	_	1117	1120	_	_	_
20	état	état	NC	NC	n=s|g=m	18	obj	18	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	533	3	537	_	1121	1125	_	_	_
21	était	être	V	V	n=s|t=I|p=3	17	mod	17	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	538	3	543	imparfait	1126	1131	_	_	_
22	critique	critique	NC	NC	n=s	21	obj	21	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	544	3	552	_	1132	1140	_	_	_
23	,	,	PONCT	PONCT		22	ponct	22	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	552	3	553	_	1140	1141	_	_	_
24	vital	vital	ADJ	ADJ	n=s|g=m	22	mod	22	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	554	3	559	_	1142	1147	_	_	_
25	.	.	PONCT	PONCT		24	ponct	24	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	559	3	560	_	1147	1148	_	_	_

1	Personne	personne	PRO	PRO	n=s	3	suj	3	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	561	3	569	_	1149	1157	_	_	_
2	ne	ne	ADV	ADV		3	mod	3	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	570	3	572	_	1158	1160	_	_	_
3	savait	savoir	V	V	n=s|t=I|p=3	0	root	0	root	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	573	3	579	imparfait	1161	1167	_	_	_
4	si	si	CS	CS		3	obj	3	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	580	3	582	_	1168	1170	_	_	_
5	elle	elle	CLS	CLS	n=s|g=f|p=3	6	suj	6	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	583	3	587	_	1171	1175	_	_	_
6	allait	aller	V	V	n=s|t=I|p=3	4	sub	4	sub	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	588	3	594	imparfait	1176	1182	_	_	_
7	en	en	CLO	CLO		8	aff	8	aff	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	595	3	597	_	1183	1185	_	_	_
8	sortir	sortir	VINF	VINF	t=W	6	obj	6	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	598	3	604	_	1186	1192	_	_	_
9	vivante	vivant	ADJ	ADJ	n=s|g=f	0	_	0	_	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	605	3	612	_	1193	1200	_	_	_
10	de	de	P	P		9	mod	9	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	613	3	615	_	1201	1203	_	_	_
11	cette	cette	DET	DET	n=s|g=f	12	det	12	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	616	3	621	_	1204	1209	_	_	_
12	aventure	aventure	NC	NC	n=s|g=f	10	prep	10	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	622	3	630	_	1210	1218	_	_	_
13	.	.	PONCT	PONCT		12	ponct	12	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	630	3	631	_	1218	1219	_	_	_

1	Tous	tout	ADJ	ADJ	n=p|g=m	3	mod	3	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	632	3	636	_	1220	1224	_	_	_
2	les	les	DET	DET	n=p	3	det	3	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	637	3	640	_	1225	1228	_	_	_
3	jours	jour	NC	NC	n=p|g=m	7	mod	7	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	641	3	646	_	1229	1234	_	_	_
4	,	,	PONCT	PONCT		3	ponct	3	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	646	3	647	_	1234	1235	_	_	_
5	les	les	DET	DET	n=p	6	det	6	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	648	3	651	_	1236	1239	_	_	_
6	filles	fille	NC	NC	n=p|g=f	7	suj	7	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	652	3	658	_	1240	1246	_	_	_
7	allaient	aller	V	V	n=p|t=I|p=3	0	root	0	root	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	659	3	667	imparfait	1247	1255	_	_	_
8	la	la	CLO	CLO	n=s|g=f|p=3	9	obj	9	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	668	3	670	_	1256	1258	_	_	_
9	voir	voir	VINF	VINF	t=W	7	obj	7	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	671	3	675	_	1259	1263	_	Err	a	1261-1262
10	à	à	P	P		9	mod	9	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	676	3	677	_	1264	1265	_	_	_
11	l'	le	DET	DET	n=s	12	det	12	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	678	3	680	_	1266	1268	_	_	_
12	hôpital	hôpital	NC	NC	n=s|g=m	10	prep	10	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	680	3	687	_	1268	1275	_	_	_
13	,	,	PONCT	PONCT		12	ponct	12	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	687	3	688	_	1275	1276	_	Err	quelque	1274-1282
14	quelques	quelques	DET	DET	n=p	15	det	15	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	689	3	697	_	1277	1285	_	_	_
15	semaines	semaine	NC	NC	n=p|g=f	20	mod	20	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	698	3	706	_	1286	1294	_	_	_
16	plus	plus	ADV	ADV		17	mod	17	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	707	3	711	_	1295	1299	_	_	_
17	tard	tard	ADV	ADV		15	mod	15	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	712	3	716	_	1300	1304	_	_	_
18	,	,	PONCT	PONCT		17	ponct	17	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	716	3	717	_	1304	1305	_	_	_
19	elle	elle	CLS	CLS	n=s|g=f|p=3	20	suj	20	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	718	3	722	_	1306	1310	_	_	_
20	ressortit	ressortir	V	V	n=s|t=J,P|p=3	7	mod	7	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	723	3	732	present	1311	1320	_	_	_
21	indemne	indemne	ADJ	ADJ	n=s	20	ats	20	ats	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	733	3	740	_	1321	1328	_	_	_
22	de	de	P	P		20	mod	20	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	741	3	743	_	1329	1331	_	_	_
23	cette	cette	DET	DET	n=s|g=f	24	det	24	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	744	3	749	_	1332	1337	_	_	_
24	aventure	aventure	NC	NC	n=s|g=f	22	prep	22	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	750	3	758	_	1338	1346	_	_	_
25	mais	mais	CC	CC		20	coord	20	coord	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	759	3	763	_	1347	1351	_	_	_
26	la	la	DET	DET	n=s|g=f	27	det	27	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	764	3	766	_	1352	1354	_	_	_
27	leçon	leçon	NC	NC	n=s|g=f	29	suj	29	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	767	3	772	_	1355	1360	_	_	_
28	aura	avoir	V	V	n=s|t=F|p=3	29	aux_tps	29	aux_tps	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	773	3	777	autreTemps	1361	1365	_	_	_
29	été	être	VPP	VPP	t=K	25	dep_coord	25	dep_coord	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	778	3	781	_	1366	1369	del	1367-1367	_	_
30	bonne	bon	ADJ	ADJ	n=s|g=f	29	ats	29	ats	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	783	3	788	_	1371	1376	del	1375-1375	_	_
31	.	.	PONCT	PONCT		30	ponct	30	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	788	3	789	_	1376	1377	_	_	_

1	Depuis	depuis	P	P		8	mod	8	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	791	3	797	_	1379	1385	_	_	_
2	cette	cette	DET	DET	n=s|g=f	3	det	3	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	798	3	803	_	1386	1391	_	_	_
3	aventure	aventure	NC	NC	n=s|g=f	1	prep	1	prep	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	804	3	812	_	1392	1400	_	_	_
4	,	,	PONCT	PONCT		3	ponct	3	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	812	3	813	_	1400	1401	_	_	_
5	les	les	DET	DET	n=p	6	det	6	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	814	3	817	_	1402	1405	_	_	_
6	enfants	enfant	NC	NC	n=p	8	suj	8	suj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	818	3	825	_	1406	1413	_	_	_
7	ne	ne	ADV	ADV		8	mod	8	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	826	3	828	_	1414	1416	_	_	_
8	sortent	sortir	V	V	n=p|t=P,S|p=3	0	root	0	root	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	829	3	836	present	1417	1424	_	_	_
9	plus	plus	ADV	ADV		8	mod	8	mod	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	837	3	841	_	1425	1429	_	_	_
10	la	la	DET	DET	n=s|g=f	11	det	11	det	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	842	3	844	_	1430	1432	_	_	_
11	nuit	nuit	NC	NC	n=s|g=f	8	obj	8	obj	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	845	3	849	_	1433	1437	_	_	_
12	.	.	PONCT	PONCT		11	ponct	11	ponct	3e/CO-3e-2016-VTAC305-D1-R4-V1_normalised.ac	3	849	3	850	_	1437	1438	_	_	_

